"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-57.04","53.68","CARTWRIGHT A","8501106","2020-02-19","2020","02","19","","-7.0","","-13.6","","-10.3","","28.3","","0.0","","","","","","0.0","","","","22","","63",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-02-20","2020","02","20","","-12.0","","-23.6","","-17.8","","35.8","","0.0","","","","","","0.0","","","","26","","71",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-02-21","2020","02","21","","-12.9","","-23.1","","-18.0","","36.0","","0.0","","","","","","0.0","","","","26","","65",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-02-22","2020","02","22","","-4.3","","-15.5","","-9.9","","27.9","","0.0","","","","","","0.0","","","","21","","54",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-02-23","2020","02","23","","-6.0","","-20.8","","-13.4","","31.4","","0.0","","","","","","0.0","","","","28","","50",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-02-24","2020","02","24","","-8.7","","-25.1","","-16.9","","34.9","","0.0","","","","","","0.0","","","","","M","","M"
"-57.04","53.68","CARTWRIGHT A","8501106","2020-02-25","2020","02","25","","-6.4","","-22.5","","-14.5","","32.5","","0.0","","","","","","0.0","","","","35","","42",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-02-26","2020","02","26","","-12.9","","-23.5","","-18.2","","36.2","","0.0","","","","","","0.0","","","","32","","42",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-02-27","2020","02","27","","-14.0","","-26.0","","-20.0","","38.0","","0.0","","","","","","0.0","","","","30","","41",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-02-28","2020","02","28","","-5.7","","-26.0","","-15.9","","33.9","","0.0","","","","","","0.0","","","","2","","33",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-02-29","2020","02","29","","-5.9","","-13.2","","-9.6","","27.6","","0.0","","","","","","0.0","","","","36","","39",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-01","2020","03","01","","-6.6","","-21.7","","-14.2","","32.2","","0.0","","","","","","0.0","","","","","M","","M"
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-02","2020","03","02","","-6.4","","-21.7","","-14.1","","32.1","","0.0","","","","","","0.0","","","","","M","","M"
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-03","2020","03","03","","-0.6","","-11.9","","-6.3","","24.3","","0.0","","","","","","0.2","","","","17","","41",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-04","2020","03","04","","2.4","","-9.4","","-3.5","","21.5","","0.0","","","","","","0.0","","","","1","","68",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-05","2020","03","05","","-0.4","","-6.3","","-3.4","","21.4","","0.0","","","","","","0.0","","","","35","","96",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-06","2020","03","06","","-6.1","","-11.2","","-8.7","","26.7","","0.0","","","","","","0.0","","","","32","","80",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-07","2020","03","07","","-9.4","","-22.2","","-15.8","","33.8","","0.0","","","","","","0.0","","","","30","","48",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-08","2020","03","08","","-5.5","","-24.9","","-15.2","","33.2","","0.0","","","","","","0.0","","","","36","","65",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-09","2020","03","09","","-18.9","","-24.1","","-21.5","","39.5","","0.0","","","","","","0.0","","","","31","","63",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-10","2020","03","10","","-11.4","","-24.5","","-18.0","","36.0","","0.0","","","","","","0.0","","","","29","","63",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-11","2020","03","11","","-8.2","","-25.2","","-16.7","","34.7","","0.0","","","","","","0.0","","","","","M","","M"
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-12","2020","03","12","","-5.5","","-15.1","","-10.3","","28.3","","0.0","","","","","","0.0","","","","30","","33",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-13","2020","03","13","","-2.3","","-16.6","","-9.5","","27.5","","0.0","","","","","","0.6","","","","12","","50",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-14","2020","03","14","","-2.0","","-4.2","","-3.1","","21.1","","0.0","","","","","","0.0","","","","11","","81",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-15","2020","03","15","","-2.6","","-17.2","","-9.9","","27.9","","0.0","","","","","","0.0","","","","35","","91",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-16","2020","03","16","","-8.4","","-19.0","","-13.7","","31.7","","0.0","","","","","","0.0","","","","27","","48",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-17","2020","03","17","","-1.8","","-14.8","","-8.3","","26.3","","0.0","","","","","","0.0","","","","20","","74",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-18","2020","03","18","","0.1","","-13.5","","-6.7","","24.7","","0.0","","","","","","0.5","","","","36","","71",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-19","2020","03","19","","-9.4","","-15.0","","-12.2","","30.2","","0.0","","","","","","0.0","","","","26","","54",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-20","2020","03","20","","-1.7","","-18.0","","-9.9","","27.9","","0.0","","","","","","0.0","","","","10","","54",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-21","2020","03","21","","-0.3","","-11.5","","-5.9","","23.9","","0.0","","","","","","0.0","","","","30","","100",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-22","2020","03","22","","-7.4","","-14.5","","-11.0","","29.0","","0.0","","","","","","0.0","","","","28","","55",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-23","2020","03","23","","-0.4","","-11.6","","-6.0","","24.0","","0.0","","","","","","0.0","","","","28","","50",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-24","2020","03","24","","2.1","","-7.4","","-2.7","","20.7","","0.0","","","","","","0.2","","","","21","","46",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-25","2020","03","25","","-2.1","","-15.4","","-8.8","","26.8","","0.0","","","","","","0.0","","","","","M","","M"
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-26","2020","03","26","","5.3","","-15.8","","-5.3","","23.3","","0.0","","","","","","0.0","","","","22","","52",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-27","2020","03","27","","0.5","","-3.4","","-1.5","","19.5","","0.0","","","","","","0.0","","","","4","","61",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-28","2020","03","28","","3.1","","-3.9","","-0.4","","18.4","","0.0","","","","","","4.5","","","","30","","52",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-29","2020","03","29","","-3.9","","-9.4","","-6.7","","24.7","","0.0","","","","","","0.0","","","","32","","41",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-30","2020","03","30","","-1.0","","-13.1","","-7.1","","25.1","","0.0","","","","","","0.0","","","","","M","","M"
"-57.04","53.68","CARTWRIGHT A","8501106","2020-03-31","2020","03","31","","0.8","","-9.8","","-4.5","","22.5","","0.0","","","","","","1.0","","","","2","","59",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-01","2020","04","01","","1.3","","-0.2","","0.6","","17.4","","0.0","","","","","","13.3","","","","3","","33",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-02","2020","04","02","","0.6","","-2.6","","-1.0","","19.0","","0.0","","","","","","3.2","","","","3","","42",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-03","2020","04","03","","-2.5","","-7.6","","-5.1","","23.1","","0.0","","","","","","0.0","","","","34","","45",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-04","2020","04","04","","-2.2","","-7.6","","-4.9","","22.9","","0.0","","","","","","0.0","","","","34","","42",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-05","2020","04","05","","-2.9","","-13.6","","-8.3","","26.3","","0.0","","","","","","0.0","","","","30","","42",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-06","2020","04","06","","-3.0","","-15.6","","-9.3","","27.3","","0.0","","","","","","0.0","","","","","M","","M"
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-07","2020","04","07","","-0.9","","-8.6","","-4.8","","22.8","","0.0","","","","","","0.0","","","","32","","55",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-08","2020","04","08","","-0.6","","-10.9","","-5.8","","23.8","","0.0","","","","","","0.0","","","","4","","35",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-09","2020","04","09","","2.0","","-9.7","","-3.9","","21.9","","0.0","","","","","","0.0","","","","15","","35",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-10","2020","04","10","","6.4","","-4.7","","0.9","","17.1","","0.0","","","","","","0.0","","","","7","","48",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-11","2020","04","11","","4.3","","-2.1","","1.1","","16.9","","0.0","","","","","","0.9","","","","7","","37",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-12","2020","04","12","","3.8","","-3.6","","0.1","","17.9","","0.0","","","","","","1.3","","","","25","","45",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-13","2020","04","13","","7.4","","-1.7","","2.9","","15.1","","0.0","","","","","","0.0","","","","12","","37",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-14","2020","04","14","","9.6","","0.9","","5.3","","12.7","","0.0","","","","","","7.2","","","","16","","71",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-15","2020","04","15","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-16","2020","04","16","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-17","2020","04","17","","-3.4","","-10.5","","-7.0","","25.0","","0.0","","","","","","0.0","","","","26","","42",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-18","2020","04","18","","1.4","","-11.1","","-4.9","","22.9","","0.0","","","","","","0.0","","","","25","","41",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-19","2020","04","19","","5.4","","-5.7","","-0.2","","18.2","","0.0","","","","","","0.0","","","","16","","52",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-20","2020","04","20","","1.0","","-2.5","","-0.8","","18.8","","0.0","","","","","","11.6","","","","7","","41",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-21","2020","04","21","","2.4","","-1.5","","0.5","","17.5","","0.0","","","","","","10.7","","","","28","","71",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-22","2020","04","22","","6.5","","-3.4","","1.6","","16.4","","0.0","","","","","","0.0","","","","27","","50",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-23","2020","04","23","","5.1","","-1.8","","1.7","","16.3","","0.0","","","","","","1.7","","","","22","","46",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-24","2020","04","24","","4.2","","-2.1","","1.1","","16.9","","0.0","","","","","","0.0","","","","23","","52",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-25","2020","04","25","","4.5","","-2.4","","1.1","","16.9","","0.0","","","","","","0.0","","","","7","","37",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-26","2020","04","26","","4.2","","-2.4","","0.9","","17.1","","0.0","","","","","","0.0","","","","25","","46",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-27","2020","04","27","","4.0","","-2.7","","0.7","","17.3","","0.0","","","","","","0.0","","","","28","","46",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-28","2020","04","28","","4.7","","-6.5","","-0.9","","18.9","","0.0","","","","","","0.0","","","","","M","","M"
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-29","2020","04","29","","7.1","","-7.5","","-0.2","","18.2","","0.0","","","","","","0.0","","","","1","","32",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-04-30","2020","04","30","","15.6","","-5.6","","5.0","","13.0","","0.0","","","","","","0.0","","","","","M","","M"
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-01","2020","05","01","","10.2","","4.3","","7.3","","10.7","","0.0","","","","","","1.7","","","","21","","61",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-02","2020","05","02","","7.6","","1.1","","4.4","","13.6","","0.0","","","","","","2.2","","","","36","","35",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-03","2020","05","03","","2.7","","-2.1","","0.3","","17.7","","0.0","","","","","","2.0","","","","36","","35",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-04","2020","05","04","","1.1","","-0.8","","0.2","","17.8","","0.0","","","","","","0.0","","","","34","","55",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-05","2020","05","05","","2.0","","-0.8","","0.6","","17.4","","0.0","","","","","","0.0","","","","2","","61",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-06","2020","05","06","","1.1","","-0.9","","0.1","","17.9","","0.0","","","","","","13.0","","","","2","","68",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-07","2020","05","07","","6.6","","-0.2","","3.2","","14.8","","0.0","","","","","","0.2","","","","","M","","M"
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-08","2020","05","08","","2.5","","-0.4","","1.1","","16.9","","0.0","","","","","","3.3","","","","5","","32",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-09","2020","05","09","","8.4","","0.0","","4.2","","13.8","","0.0","","","","","","5.9","","","","15","","55",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-10","2020","05","10","","6.1","","0.2","","3.2","","14.8","","0.0","","","","","","0.4","","","","17","","65",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-11","2020","05","11","","10.4","","0.5","","5.5","","12.5","","0.0","","","","","","0.0","","","","22","","55",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-12","2020","05","12","","11.0","","-1.0","","5.0","","13.0","","0.0","","","","","","0.2","","","","6","","52",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-13","2020","05","13","","4.2","","-0.4","","1.9","","16.1","","0.0","","","","","","16.8","","","","8","","55",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-14","2020","05","14","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-15","2020","05","15","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-16","2020","05","16","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-17","2020","05","17","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-18","2020","05","18","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-19","2020","05","19","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-20","2020","05","20","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-21","2020","05","21","","","M","","M","","M","","M","","M","","","","","","M","","","9","","45",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-22","2020","05","22","","1.5","","-1.9","","-0.2","","18.2","","0.0","","","","","","2.1","","","","31","","85",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-23","2020","05","23","","4.0","","-2.0","","1.0","","17.0","","0.0","","","","","","0.4","","","","33","","89",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-24","2020","05","24","","5.6","","-3.2","","1.2","","16.8","","0.0","","","","","","0.0","","","","30","","37",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-25","2020","05","25","","19.7","","-2.4","","8.7","","9.3","","0.0","","","","","","0.2","","","","21","","55",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-26","2020","05","26","","15.3","","2.5","","8.9","","9.1","","0.0","","","","","","3.0","","","","1","","52",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-27","2020","05","27","","9.4","","3.2","","6.3","","11.7","","0.0","","","","","","0.0","","","","22","","33",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-28","2020","05","28","","10.1","","1.5","","5.8","","12.2","","0.0","","","","","","0.9","","","","22","","37",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-29","2020","05","29","","11.4","","1.5","","6.5","","11.5","","0.0","","","","","","5.8","","","","18","","41",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-30","2020","05","30","","12.8","","2.4","","7.6","","10.4","","0.0","","","","","","4.1","","","","18","","41",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-05-31","2020","05","31","","5.7","","2.2","","4.0","","14.0","","0.0","","","","","","0.0","","","","31","","33",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-06-01","2020","06","01","","9.0","","1.4","","5.2","","12.8","","0.0","","","","","","5.5","","","","10","","32",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-06-02","2020","06","02","","7.9","","1.5","","4.7","","13.3","","0.0","","","","","","4.8","","","","13","","50",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-06-03","2020","06","03","","12.9","","5.7","","9.3","","8.7","","0.0","","","","","","0.2","","","","17","","68",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-06-04","2020","06","04","","18.4","","5.6","","12.0","","6.0","","0.0","","","","","","0.0","","","","15","","41",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-06-05","2020","06","05","","17.8","","5.5","","11.7","","6.3","","0.0","","","","","","2.5","","","","21","","52",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-06-06","2020","06","06","","12.6","","4.4","","8.5","","9.5","","0.0","","","","","","0.0","","","","27","","58",""
"-57.04","53.68","CARTWRIGHT A","8501106","2020-06-07","2020","06","07","","12.4","","3.3","","7.9","","10.1","","0.0","","","","","","0.2","","","","","M","","M"
